mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,molecules
1.6728,70.28,-0.2413,-0.0836,0.1577,1216.4237,0.123038,-471.238736,-471.229224,-471.228279,-471.274072,33.392,CN(C(=N)N)C(=O)C=O
0.7411,79.88,-0.2286,0.0879,0.3165,1337.8928,0.182269,-424.204492,-424.195431,-424.194487,-424.238914,33.662,COC1CC12CCCO2
5.3288,72.74,-0.2356,0.023,0.2586,1077.708,0.136235,-417.989482,-417.981426,-417.980482,-418.022217,29.932,CN1CC2OC2C1C#N
5.7489,68.91,-0.2816,-0.0206,0.261,1057.1041,0.125917,-437.938669,-437.930716,-437.929772,-437.971798,28.961,N#CC1CCCOC1=O
1.8147,70.66,-0.2351,0.0763,0.3114,788.5537,0.154885,-347.760928,-347.754448,-347.753503,-347.791008,26.725,CC12CC3OC(C1)C32
5.3234,66.1,-0.2373,-0.0016,0.2357,1011.8959,0.114771,-453.973358,-453.966068,-453.965124,-454.005536,26.997,O=C1OCC12CNC=N2
2.0267,84.41,-0.2483,0.0491,0.2974,1292.0017,0.180418,-387.046549,-387.036585,-387.035641,-387.081352,37.389,C#CC1CCC1C(C)O
2.9661,64.64,-0.2442,0.0041,0.2483,935.2445,0.116401,-453.998911,-453.992112,-453.991168,-454.030671,25.633,O=C1NCC2N=COC12
7.1288,82.04,-0.2264,-0.0034,0.223,1231.4312,0.115488,-379.695487,-379.688277,-379.687333,-379.727454,26.964,N#Cc1cc2n(c1)CC2
0.3956,72.75,-0.2403,0.0683,0.3085,914.9387,0.162276,-423.030886,-423.024257,-423.023313,-423.061316,28.771,OC12CC3OC(C1)C3C2
1.146,62.74,-0.246,0.0524,0.2984,1010.1399,0.134884,-496.045084,-496.03678,-496.035836,-496.077697,32.287,OCC1(O)C(O)C2OC21
1.3435,78.3,-0.2145,0.0276,0.242,952.0378,0.165993,-327.923589,-327.915678,-327.914734,-327.955418,30.351,CC1=C(C)C2NC2C1
0.6243,76.94,-0.1984,0.0202,0.2185,1163.382,0.13849,-418.016181,-418.00844,-418.007495,-418.048885,28.552,Cn1cc2c(n1)CCO2
2.0194,56.61,-0.2438,-0.0242,0.2196,715.7164,0.124654,-345.680616,-345.673856,-345.672912,-345.71148,24.789,CC1CC(=O)CO1
4.3367,77.02,-0.2565,-0.048,0.2085,1114.4576,0.100048,-399.525504,-399.517359,-399.516415,-399.558768,29.399,C#CC1=CCOC1C#N
1.6979,78.97,-0.2314,0.076,0.3074,924.1932,0.187777,-387.098497,-387.091953,-387.091009,-387.129053,28.36,C1CC2OC3C1CCC23
1.2677,84.66,-0.2385,0.0806,0.3191,1210.0082,0.208643,-388.321931,-388.313517,-388.312573,-388.356664,32.744,C1CCC2(C1)CCCO2
1.7088,82.47,-0.2275,0.0787,0.3062,1179.4853,0.184499,-383.231903,-383.223717,-383.222773,-383.264426,32.509,CC1NC12CCN1CC12
4.9222,79.28,-0.2732,0.0317,0.3049,1189.8033,0.169723,-403.161039,-403.151348,-403.150404,-403.194989,36.415,CC1CC(O)C1(C)C#N
1.8563,77.8,-0.215,0.0753,0.2904,1006.398,0.172862,-403.106607,-403.09887,-403.097926,-403.138487,30.903,CN1C2CCC3OC3C21
3.7496,69.09,-0.2174,-0.0833,0.134,938.3733,0.126955,-437.912329,-437.905332,-437.904387,-437.943885,27.216,O=C1C(=O)C2CCC1N2
3.7332,74.78,-0.2638,0.0054,0.2692,1301.7893,0.135647,-418.043387,-418.034235,-418.033291,-418.078516,31.764,CC1CN(CC#N)C1=O
2.1459,66.48,-0.249,-0.0533,0.1957,1539.2056,0.132004,-496.109745,-496.099933,-496.098989,-496.14566,34.062,O=CCC(O)C(O)C=O
3.2662,67.66,-0.2425,-0.0154,0.2271,1058.2201,0.133844,-458.934787,-458.926266,-458.925322,-458.968368,31.533,CC(=O)C1C(O)C2OC21
2.54,70.18,-0.253,-0.0072,0.2458,1124.3155,0.136435,-455.241998,-455.233112,-455.232167,-455.275794,31.861,CC1C(=O)NC(=O)N1C
2.0491,73.03,-0.2505,-0.0327,0.2178,1212.2759,0.155515,-460.151779,-460.141609,-460.140665,-460.186374,37.235,CC1(CO)CC1(O)C=O
3.6714,79.06,-0.2618,-0.0099,0.2519,1259.4761,0.155908,-419.191391,-419.180877,-419.179933,-419.22666,38.071,CC(=NO)C(C)(C)C#N
0.6569,73.82,-0.2118,0.0178,0.2296,1309.9584,0.112331,-416.776297,-416.767885,-416.766941,-416.810186,30.715,C#CCn1cc(O)cn1
2.6101,58.13,-0.3011,-0.082,0.2192,1018.905,0.077291,-509.813168,-509.805822,-509.804878,-509.845856,26.096,N=C1OC(=O)COC1=O
1.5106,83.36,-0.213,-0.005,0.208,1195.7604,0.172332,-365.931527,-365.923955,-365.923011,-365.963611,30.527,CCC1C2C3C=CC2N31
2.8251,86.2,-0.232,-0.0132,0.2187,1372.5766,0.203014,-388.315877,-388.305365,-388.304421,-388.351202,38.933,CCC1CC(=O)C1(C)C
4.7686,75.97,-0.243,0.0589,0.3019,1190.4536,0.170114,-440.355035,-440.345551,-440.344606,-440.389165,34.842,CN1CC(C)(C)OC1=O
1.8496,49.26,-0.2321,0.0778,0.3099,399.7024,0.097292,-269.12958,-269.125375,-269.124431,-269.156785,16.757,C1C2C3OC2C13
1.9014,55.4,-0.2139,0.0323,0.2462,669.7796,0.103164,-340.663379,-340.656699,-340.655755,-340.694003,24.129,Cc1c[nH]nc1O
1.5789,68.01,-0.2318,0.0007,0.2324,701.5855,0.133406,-346.60442,-346.598683,-346.597738,-346.633807,24.136,C1=CC2C=CC(C1)O2
2.8769,82.47,-0.2356,-0.0241,0.2115,1164.5922,0.155759,-385.871222,-385.861458,-385.860514,-385.905543,36.408,C#CC1(C)C(=O)CC1C
0.6663,85.71,-0.2279,0.0078,0.2357,1048.0688,0.158577,-348.691957,-348.683806,-348.682862,-348.724095,32.968,C#CC1C2C=CC1(C)C2
2.1951,81.33,-0.2432,0.0043,0.2475,1291.2228,0.169538,-403.092704,-403.083647,-403.082703,-403.126534,33.921,CCC1C2C(=O)C1N2C
3.1551,81.06,-0.2594,-0.0246,0.2348,1508.7056,0.180905,-424.241798,-424.231856,-424.230912,-424.277363,36.346,CCC(O)C(=O)C1CC1
0.7506,70.62,-0.2356,0.0549,0.2905,819.3883,0.1264,-400.604644,-400.599095,-400.598151,-400.634172,24.32,C1C2C3C4C5OC5C13N24
3.7991,75.15,-0.2485,0.0251,0.2736,1189.459,0.160218,-419.221394,-419.21236,-419.211415,-419.255699,33.623,CC1CC(O)C(C#N)N1
3.8423,74.03,-0.2598,0.0228,0.2826,1067.9549,0.135622,-417.943537,-417.935357,-417.934413,-417.975844,31.717,CC1(O)C2NC1C2C#N
1.5101,78.68,-0.2352,0.0723,0.3076,1088.9369,0.18014,-424.199207,-424.189536,-424.188592,-424.232513,37.717,CC1(O)CC2C(O)C21C
4.8966,68.15,-0.2413,0.0246,0.2659,1228.0225,0.141236,-400.993126,-400.984576,-400.983632,-401.027708,28.994,COC1CN(C=O)C1
3.6833,74.48,-0.2909,-0.0048,0.2861,1818.4416,0.145398,-439.12583,-439.115746,-439.114802,-439.162586,34.199,CC(CC#N)COC=O
4.8557,81.08,-0.2146,-0.104,0.1105,1385.1993,0.132555,-455.072,-455.062008,-455.061064,-455.107983,34.34,O=CC(=N[O-])C1CC[NH2+]1
4.4967,63.86,-0.2528,0.0124,0.2652,996.7847,0.117534,-399.798652,-399.790089,-399.789145,-399.831983,31.275,C#CC(CO)C(N)=O
4.4768,57.51,-0.2561,-0.0476,0.2085,944.2394,0.094346,-435.763251,-435.75549,-435.754546,-435.795928,26.4,O=CN1CC(O)C1=O
3.6551,72.89,-0.2823,-0.0385,0.2438,1233.5653,0.123698,-434.103228,-434.094084,-434.093139,-434.13793,32.218,CC(=N)N(C=O)CC#N
1.8368,67.27,-0.2276,0.0677,0.2953,952.1847,0.135839,-458.91701,-458.909305,-458.908361,-458.948641,30.631,OC12CC3OCC1C32O
6.4556,71.91,-0.1973,-0.017,0.1802,1411.0086,0.102826,-466.241127,-466.232714,-466.23177,-466.274501,30.045,NC=Nc1n[nH]c(=O)[nH]1
1.9251,74.76,-0.171,0.0448,0.2158,1207.7498,0.146139,-439.11601,-439.106007,-439.105063,-439.150985,35.973,CCc1c(O)c[nH]c1O
2.7733,73.74,-0.2333,0.0243,0.2576,1348.3772,0.14722,-439.073403,-439.064747,-439.063803,-439.107719,31.545,O=C1NCC1OC1CC1
2.5335,72.07,-0.1855,-0.0278,0.1578,1092.8371,0.102199,-474.195248,-474.187467,-474.186522,-474.227546,29.752,N=c1[nH]cc(F)nc1N
1.5906,79.23,-0.245,0.0194,0.2645,1289.5666,0.17056,-440.305884,-440.296679,-440.295735,-440.340149,33.784,CN=C1CCOC(C)O1
4.3338,73.26,-0.2433,-0.0085,0.2347,1025.1509,0.127149,-396.926584,-396.919374,-396.91843,-396.958729,27.102,N#CC1CC2CN=CN12
1.6514,73.47,-0.2591,0.0198,0.2789,1460.0592,0.168362,-477.414207,-477.403762,-477.402817,-477.450043,37.795,CC(O)(CO)COC=N
4.8239,71.46,-0.1884,-0.0413,0.1472,1098.2167,0.101429,-470.033593,-470.025334,-470.024389,-470.066399,30.466,N=c1ncc(O)c(O)[nH]1
4.1975,73.28,-0.2474,0.0037,0.2511,1077.7044,0.134749,-421.764393,-421.756582,-421.755637,-421.79649,30.32,CC1C2C(=O)C1C21CO1
1.7818,81.03,-0.1954,-0.0015,0.1939,1142.8503,0.138153,-418.069694,-418.061541,-418.060597,-418.102239,31.071,COc1ncccc1N
1.3295,70.04,-0.2001,0.0067,0.2068,852.2427,0.12578,-400.659471,-400.653238,-400.652294,-400.68954,26.5,C1=NC23CC2(O1)C1CC13
1.3337,85.85,-0.2578,0.0783,0.3361,1339.5034,0.204928,-388.26229,-388.252537,-388.251593,-388.296798,37.246,CC1C(CO)CC12CC2
1.3382,82.17,-0.2285,0.0726,0.3011,1114.8136,0.182875,-387.047832,-387.03955,-387.038606,-387.080375,33.311,OC12CC1CC21CCC1
0.8116,86.06,-0.2386,0.0534,0.292,1285.543,0.178747,-387.045059,-387.034343,-387.033399,-387.080134,39.828,C#CC1(C)CC1(C)CO
2.4236,65.9,-0.1865,0.0173,0.2038,744.2894,0.099139,-361.498103,-361.492469,-361.491524,-361.527511,22.717,c1cc2occc2[nH]1
5.8502,79.06,-0.2168,-0.04,0.1768,1236.8803,0.124016,-437.931132,-437.922474,-437.92153,-437.964343,31.705,Cc1coc(C=O)c1N
1.7578,68.11,-0.2354,0.0743,0.3097,1199.8091,0.153503,-384.855858,-384.848066,-384.847122,-384.88868,28.902,OCCC1C2CC1O2
1.2193,86,-0.2502,0.0813,0.3316,1868.3219,0.205914,-388.255916,-388.246316,-388.245372,-388.291157,35.839,OCCCC1CC2CC12
2.995,64.47,-0.2844,-0.0179,0.2665,1022.2845,0.101248,-473.870672,-473.863499,-473.862555,-473.902579,27.116,N=C1OC(=O)OC12CC2
4.4851,64.01,-0.2612,0.0103,0.2716,810.943,0.131979,-383.77679,-383.769883,-383.768939,-383.807807,26.257,CC1C2COC(=O)C12
2.1441,77.73,-0.2504,0.0216,0.272,1178.9942,0.156161,-422.960876,-422.951085,-422.95014,-422.996018,35.249,C#CC1OC(C)C1OC
5.1617,78.7,-0.2417,0.0244,0.2661,1066.3034,0.162186,-382.080789,-382.07301,-382.072066,-382.113005,30.552,N#CC12CCCC1CN2
1.7364,64.63,-0.2581,0.0724,0.3304,1259.7952,0.169494,-348.052763,-348.043488,-348.042544,-348.086794,32.445,CC(O)CCCO
4.5212,76.28,-0.2616,-0.0457,0.2159,1193.1713,0.156373,-419.217009,-419.206429,-419.205485,-419.252717,36.886,CCC(C#N)(C=O)NC
0.2359,89.67,-0.2278,0.0256,0.2535,1099.6204,0.207057,-351.1643,-351.155887,-351.154943,-351.196292,34.849,CC1C2C=CCC1(C)C2
1.5867,74.31,-0.2398,0.0897,0.3295,914.9159,0.177695,-349.001683,-348.994126,-348.993182,-349.032866,30.35,CC1CC2(C)CC1O2
2.6675,72.51,-0.2598,-0.0515,0.2083,1473.128,0.126795,-383.728824,-383.71912,-383.718176,-383.764821,32.773,CC(=O)C#CC(C)O
1.3306,88.6,-0.2486,0.058,0.3066,1827.0124,0.201732,-388.260528,-388.249034,-388.248089,-388.298489,40.676,C#CCC(C)OCCC
4.7986,68.02,-0.2716,-0.0801,0.1915,972.3326,0.100641,-436.722749,-436.714844,-436.7139,-436.755484,29.109,N#CC1(O)CC=CC1=O
1.4311,73.86,-0.208,0.077,0.285,957.0901,0.148321,-401.831541,-401.82444,-401.823496,-401.863084,28.358,COC12C3CN4C3C1C42
5.4718,78.05,-0.253,0.0202,0.2732,1972.344,0.157933,-419.264686,-419.254046,-419.253102,-419.302962,35.783,CC(=O)NCCCC#N
0.8436,71.1,-0.2287,0.0784,0.3071,929.595,0.134525,-421.732693,-421.725278,-421.724334,-421.764202,29.525,CC12OC3C1C3C21CO1
2.367,63.19,-0.2501,-0.0324,0.2176,1137.9886,0.129681,-417.102972,-417.093807,-417.092863,-417.13767,30.935,CN(C=O)C(=O)CN
3.4648,75.29,-0.2336,-0.0531,0.1805,1148.2439,0.123092,-400.670913,-400.662693,-400.661749,-400.704505,30.495,C#CC(=O)C1CC2NC21
3.109,78.33,-0.2759,0.0282,0.3041,1210.885,0.169658,-403.149379,-403.13951,-403.138566,-403.183917,36.447,CC(C#N)(CO)C1CC1
0.8667,87.77,-0.2517,0.0312,0.2829,1157.3028,0.156279,-348.678106,-348.668508,-348.667564,-348.711991,36.608,C#CC1(C#C)CCC1C
2.1045,82.11,-0.2475,0.0599,0.3074,1275.8825,0.202254,-425.420078,-425.409182,-425.408237,-425.455201,41.439,CC(O)C1(O)CC1(C)C
2.3214,75.69,-0.2275,0.0757,0.3032,1173.3407,0.157972,-422.9485,-422.93999,-422.939046,-422.981871,31.763,COC1C2OC3C1C23C
2.7795,78.23,-0.2484,0.066,0.3144,1362.4305,0.182812,-424.184768,-424.175665,-424.174721,-424.219396,34.599,OCC(O)C1C2CCC21
5.1704,77.03,-0.2403,0.0172,0.2575,1173.0717,0.14859,-398.075238,-398.066851,-398.065907,-398.108824,30.887,N#CC1NCC1N1CC1
2.5655,74.8,-0.2404,-0.0009,0.2395,1081.5114,0.160058,-419.188711,-419.180212,-419.179268,-419.221704,32.31,CC1N2C=NCC12CO
2.7835,74.49,-0.2094,0.0373,0.2468,1103.3904,0.139331,-418.035671,-418.028087,-418.027143,-418.067545,29.367,Oc1[nH]nc2c1CCC2
3.5917,71.98,-0.2417,0.007,0.2488,930.9457,0.137838,-418.002133,-417.994929,-417.993985,-418.033445,28.749,CC12C(=O)NC3CN1C32
1.5479,83.7,-0.2502,0.0739,0.324,1742.722,0.203282,-425.409914,-425.399447,-425.398503,-425.445694,38.621,COCC1CC(C)(O)C1
2.8988,75.6,-0.2385,0.0636,0.3021,1339.0821,0.179686,-461.329101,-461.318487,-461.317542,-461.364641,38.323,COC1C(C)C1(O)CO
4.5735,77.83,-0.2612,0.0167,0.2779,1309.7907,0.182212,-424.286116,-424.276862,-424.275918,-424.320036,34.965,CCC1(C)COC(=O)C1
4.3145,62.85,-0.238,0.0169,0.255,980.9294,0.098,-357.698849,-357.692033,-357.691089,-357.730745,24.398,N#CCc1c[nH]cn1
0.9669,73.62,-0.2479,0.0675,0.3155,1023.4577,0.160271,-422.999676,-422.991911,-422.990967,-423.031644,31.202,OC1C2CC2CC12CO2
3.8591,56.72,-0.2711,0.002,0.2731,821.0405,0.120779,-436.972447,-436.965371,-436.964426,-437.00369,26.794,NC1C(=O)OCC1O
1.3325,70.67,-0.2457,0.0619,0.3076,1058.8203,0.159694,-460.141185,-460.132835,-460.131891,-460.17363,32.97,OC1COCC2CC12O
2.7682,72.83,-0.263,0.0123,0.2754,1917.1673,0.131461,-458.935484,-458.924987,-458.924042,-458.972981,34.733,C#CCOCC(=O)OC
1.285,80.71,-0.2322,0.0754,0.3077,981.9529,0.18628,-387.069044,-387.062076,-387.061132,-387.100223,29.283,C1CC2CC3CC(O1)C23
5.7594,64.97,-0.2684,0.0044,0.2728,973.7609,0.107381,-378.75469,-378.746831,-378.745887,-378.787407,26.884,CN1CC(C#N)C1=O
1.859,72.61,-0.1875,0.0357,0.2231,1480.4775,0.135955,-455.175652,-455.166676,-455.165732,-455.210253,32.426,CCOc1coc(N)n1
3.0597,66.92,-0.1999,-0.0412,0.1587,852.7141,0.098025,-394.814053,-394.80759,-394.806646,-394.844522,25.079,N=c1cncc(O)[nH]1
1.3735,82.2,-0.2487,0.0354,0.2841,1509.3807,0.15773,-385.808798,-385.799994,-385.79905,-385.843122,32.931,C#CCOC1CC2CC21
3.3189,68.39,-0.2765,-0.0634,0.2131,1175.9518,0.09867,-436.704793,-436.696312,-436.695368,-436.739235,29.401,N#CC1C(=O)CC1C=O
1.5282,76.16,-0.1724,0.0528,0.2252,969.4889,0.15419,-344.018419,-344.009508,-344.008564,-344.051963,31.902,Cc1c(N)ccn1C
4.4974,67.02,-0.2546,-0.0953,0.1593,1136.6876,0.111315,-453.924424,-453.915649,-453.914704,-453.959099,31.126,N#CC(=O)C1(O)CNC1
1.7579,75.99,-0.2219,-0.0036,0.2183,983.73,0.147746,-401.871259,-401.863574,-401.862629,-401.902894,30.792,CC1N2C3C=CC2C13O
3.3393,69.74,-0.2159,-0.0398,0.1761,829.6331,0.115488,-416.711648,-416.705574,-416.70463,-416.741973,24.439,c1nn2c3c1OCC3C2
3.4281,75.64,-0.2465,-0.0388,0.2077,1084.9031,0.158129,-423.009998,-423.001274,-423.00033,-423.043042,33.291,CC12CC1C(O)C2C=O
2.0937,54.13,-0.2324,-0.018,0.2145,630.7178,0.101504,-344.434827,-344.42854,-344.427595,-344.464919,23.213,O=C1C(O)C2CC12
1.136,82.33,-0.2085,-0.035,0.1735,1014.8303,0.158807,-385.771876,-385.764,-385.763056,-385.804193,30.854,COC12C3=CCC1C2C3
3.0141,54.04,-0.2469,-0.0513,0.1956,697.2754,0.079382,-343.290242,-343.284619,-343.283675,-343.319839,20.026,O=Cc1ccoc1
1.7917,78.79,-0.2368,0.0832,0.32,988.6132,0.160952,-385.797204,-385.790408,-385.789464,-385.828005,28.402,CC1C2C3C4OCC13C42
3.6022,68.75,-0.2456,-0.0435,0.202,1040.4611,0.10856,-457.719051,-457.7099,-457.708956,-457.752878,33.606,C#CC1(O)C(=O)CC1O
5.129,78.06,-0.2438,0.0102,0.254,1517.9521,0.14553,-439.085864,-439.075377,-439.074432,-439.123817,35.426,CC#CC([NH2+]C)C(=O)[O-]
0.9146,77.02,-0.2493,0.0201,0.2694,1772.4495,0.171108,-440.286543,-440.277112,-440.276168,-440.322355,32.674,COCCC1COC=N1
2.4922,78.23,-0.2188,-0.0153,0.2035,1101.1194,0.170332,-403.124146,-403.115287,-403.114343,-403.158527,32.841,CC(=O)C12CCN1CC2
1.8999,66.55,-0.2603,-0.0809,0.1794,1167.5458,0.101144,-469.993239,-469.985183,-469.984239,-470.026862,28.45,NCc1nc(=O)cno1
4.873,68.49,-0.2654,-0.0029,0.2625,990.2092,0.115032,-416.820879,-416.81387,-416.812926,-416.853052,26.249,N#CC1CC2OC=NC12
3.6409,73.88,-0.233,-0.0263,0.2067,938.9946,0.134858,-421.719397,-421.711895,-421.710951,-421.750938,30.193,O=C1CC23CC(C2)C13O
6.1542,77.08,-0.3164,0.0127,0.3291,1384.8655,0.135695,-380.88516,-380.876063,-380.875119,-380.919975,32.231,N#CCC(C#N)C1CC1
5.7427,75.51,-0.2444,-0.03,0.2144,1449.3193,0.145928,-439.112341,-439.102784,-439.10184,-439.149142,32.442,CC(=O)C1CN(C=O)C1
4.5436,76.36,-0.252,0.0191,0.2711,1123.8,0.148925,-398.080103,-398.071582,-398.070637,-398.113288,32.1,N#CC1(CN)C2CCN21
3.0445,76.17,-0.25,-0.0195,0.2305,1129.2643,0.160463,-423.030741,-423.02281,-423.021866,-423.063262,30.661,O=CC12CCOCC1C2
3.3994,75.78,-0.2222,0.0061,0.2282,1072.2414,0.13737,-417.996976,-417.98928,-417.988336,-418.029387,29.419,N=C1OCC12C=CCN2
3.8058,72.87,-0.2618,0.0594,0.3212,1973.5231,0.168667,-477.470281,-477.459425,-477.458481,-477.508228,38.066,CC(O)CCOC(N)=O
3.3603,72.69,-0.2309,0.0239,0.2548,1089.79,0.14848,-439.106173,-439.098119,-439.097175,-439.138783,31.122,CC1OC2CC2NC1=O
1.5571,84.78,-0.2529,0.0705,0.3234,1228.6527,0.207085,-388.291674,-388.282502,-388.281558,-388.325623,35.536,CCC1C2CC(O)CC12
1.417,79.39,-0.2462,0.0154,0.2616,1438.1375,0.171868,-440.297241,-440.288309,-440.287365,-440.332207,32.61,CCN=C1CCOCO1
4.2852,75.78,-0.2339,0.0316,0.2655,1316.4075,0.170241,-440.309159,-440.29947,-440.298526,-440.344044,36.418,CC(O)C1CC1C(N)=O
3.305,66.16,-0.2553,-0.0435,0.2117,1457.8374,0.131888,-496.112471,-496.102404,-496.10146,-496.148844,34.74,O=CCC(=O)C(O)CO
3.2188,83.96,-0.2379,0.0134,0.2513,1575.8413,0.182407,-387.060725,-387.051795,-387.050851,-387.095087,33.565,CCCC1C2CC1C2=O
1.2896,80.45,-0.2503,0.049,0.2993,1197.171,0.15706,-385.822873,-385.813832,-385.812888,-385.856744,34.202,C#CC(C)C12CCC1O2
2.6986,77.77,-0.2381,0.0782,0.3163,1091.4973,0.17261,-403.105099,-403.097214,-403.09627,-403.137419,31.662,OCC12CC1CC1CN12
6.559,80.62,-0.1918,0.0165,0.2084,1203.3188,0.12623,-396.980729,-396.972114,-396.97117,-397.014408,31.362,CNc1[nH]ccc1C#N
5.8555,75.61,-0.2338,-0.0338,0.2,1251.2733,0.123193,-437.95577,-437.947287,-437.946343,-437.989071,30.642,CC1=CN(C=O)C(=O)C1
4.383,74.9,-0.2678,0.0106,0.2784,1246.5032,0.159263,-423.065665,-423.057318,-423.056374,-423.098809,31.893,CCC12CC(=O)OC1C2
2.5924,71.99,-0.2179,0.0362,0.254,909.5527,0.134978,-421.656512,-421.649405,-421.648461,-421.687705,28.974,OC1CC23CC4C2OC143
5.1926,66.45,-0.2506,0.0042,0.2549,1256.063,0.115211,-450.193087,-450.185038,-450.184094,-450.226759,28.818,NC(=O)Cc1ncn[nH]1
1.4601,76.9,-0.2391,0.0765,0.3156,1001.8935,0.183483,-424.238309,-424.230095,-424.22915,-424.270357,32.885,CC1C2COC1(C)CO2
4.7079,65.4,-0.2062,0.0137,0.2198,832.1955,0.110094,-374.858463,-374.851887,-374.850943,-374.889211,24.505,Nc1nnn2c1CC2
3.5883,75.2,-0.2461,-0.0279,0.2182,1044.1981,0.147101,-401.88392,-401.876101,-401.875157,-401.916394,29.831,CC1C2C(C=O)N3C1C23
1.4817,79.75,-0.2334,0.0024,0.2358,1031.1578,0.160275,-385.83593,-385.828591,-385.827646,-385.867166,30.836,OC1C2C=CC1C21CC1
3.7721,74.65,-0.2143,-0.0068,0.2075,1005.1359,0.11596,-412.996276,-412.98914,-412.988195,-413.027839,27.082,Cn1nnc2[nH]ccc21
3.3749,76.27,-0.2401,-0.0274,0.2127,1121.9604,0.15742,-423.007633,-422.999002,-422.998058,-423.041188,32.195,CC12CCC1C(C=O)O2
2.2601,77.78,-0.2306,-0.0443,0.1863,1464.6118,0.167058,-440.306505,-440.295791,-440.294847,-440.34349,36.993,CCNC(C=O)C(C)=O
3.1386,80.18,-0.2383,0.0407,0.279,1364.7244,0.190873,-441.518159,-441.506695,-441.505751,-441.555411,40.297,CNC(=O)C(C)(C)OC
0.9982,47.38,-0.1814,0.0635,0.2449,474.5019,0.0864,-285.320198,-285.314886,-285.313942,-285.348469,19.901,Oc1ccc[nH]1
0.4107,73.38,-0.2339,0.0611,0.295,892.9285,0.149811,-401.898659,-401.892045,-401.8911,-401.929276,27.484,CC12C3OC4CC1N2C43
1.8218,82.77,-0.2282,-0.0015,0.2267,1252.5774,0.147286,-409.998045,-409.989693,-409.988749,-410.030763,32.016,Cc1ccc(F)cc1C
1.9022,82.17,-0.2572,0.0223,0.2795,1278.252,0.156287,-385.823825,-385.814398,-385.813454,-385.858519,35.213,C#CC1OC1(C)C1CC1
2.0884,76.13,-0.227,0.0096,0.2366,900.2429,0.150251,-401.89967,-401.893077,-401.892133,-401.930138,27.907,C1=NC2CC23CC(C3)O1
0.9218,78.31,-0.2551,0.0788,0.3338,1226.9225,0.183966,-424.202982,-424.194425,-424.193481,-424.236112,33.526,OCC1C2CC(O)C1C2
1.3507,77.43,-0.2423,0.0382,0.2805,1155.7123,0.146462,-401.858473,-401.849569,-401.848625,-401.892422,33.34,C#CC1CN2CC12CO
2.8275,74.41,-0.2306,0.0525,0.2831,1394.2187,0.158204,-422.926511,-422.918031,-422.917087,-422.960796,32.079,OCCC1C2C3OC3C12
4.4902,73.92,-0.2245,-0.0255,0.1989,1159.6699,0.102772,-432.91403,-432.906021,-432.905077,-432.94713,28.384,COc1nc[nH]c1C#N
2.4203,75.24,-0.2473,0.0615,0.3088,1319.987,0.180604,-461.328194,-461.318238,-461.317294,-461.363428,36.012,COC1COC1C(C)O
4.3772,80.33,-0.1879,-0.015,0.1729,1167.6197,0.136853,-418.073426,-418.064754,-418.06381,-418.106255,32.813,Cc1c[nH]c(N)c1C=O
2.6218,77.3,-0.2364,-0.0077,0.2287,1121.4568,0.156552,-423.020569,-423.011397,-423.010453,-423.053784,35.324,CC1(C)C2C(=O)CC21O
3.5062,75.38,-0.2607,-0.0706,0.1901,1270.292,0.146582,-439.116311,-439.107323,-439.106379,-439.150736,32.369,CC1N=C(C=O)OC1C
3.1194,74,-0.2527,-0.0234,0.2293,1129.9506,0.13285,-421.784208,-421.774852,-421.773907,-421.819413,33.055,C#CC1OCC1C(C)=O
3.36,79.14,-0.2469,-0.0134,0.2335,1008.3734,0.138118,-380.850325,-380.842811,-380.841867,-380.882255,29.214,N#CC12CCC=C1CN2
2.0918,82.13,-0.2192,-0.0468,0.1724,1228.1089,0.137184,-414.239702,-414.231063,-414.230119,-414.273448,30.958,CN=c1nc(C)nc[nH]1
4.318,58.45,-0.2377,-0.0915,0.1462,937.1261,0.105986,-419.708318,-419.700947,-419.700003,-419.740209,27.123,O=C1CC(O)CC1=O
3.3601,77.42,-0.2546,-0.0612,0.1934,1204.3179,0.12411,-400.80905,-400.800614,-400.79967,-400.842691,30.54,CC1=CC(=O)CC1C#N
1.5163,87.5,-0.2392,0.0131,0.2523,1800.2242,0.158347,-385.864185,-385.854734,-385.85379,-385.901343,33.19,CCC#CC1C=CCO1
4.1096,46.24,-0.26,0.0186,0.2786,574.3293,0.10692,-323.665987,-323.658861,-323.657917,-323.69684,24.979,CC(O)C(N)=O
1.6556,78.85,-0.2467,-0.028,0.2187,1230.4681,0.179878,-424.23041,-424.220435,-424.219491,-424.26551,36.647,CCC1(O)CCC1C=O
1.8728,71.68,-0.2392,0.0814,0.3206,1068.7153,0.164366,-365.006005,-364.997643,-364.996698,-365.039054,30.768,CC(C1CO1)N1CC1
1.0683,73.8,-0.2512,-0.0308,0.2203,1066.6553,0.135493,-421.835531,-421.827769,-421.826825,-421.868321,29.313,O=C1COC12CC=CC2
5.8473,73.62,-0.2258,-0.0639,0.162,1269.2144,0.113216,-453.95841,-453.950267,-453.949323,-453.992221,29.137,N=c1ncc(CO)co1
6.3056,67.36,-0.2002,-0.017,0.1831,1040.618,0.089505,-502.014824,-502.007532,-502.006588,-502.046592,27.8,N=c1c(F)c[nH]cc1F
2.9141,78.06,-0.2556,0.0792,0.3348,1502.5124,0.183167,-424.21743,-424.208517,-424.207573,-424.251591,33.414,OCCC1CCC2OC12
